Customer_ID,cohort_month,order_month,months_since_first_purchase
C04058,2024-04,2025-11,18
C04059,2024-07,2024-07,0
C04060,2024-03,2024-03,0
C04060,2024-03,2024-04,0
C04060,2024-03,2024-09,5
C04060,2024-03,2024-11,7
C04061,2024-06,2024-06,0
C04061,2024-06,2024-09,2
C04061,2024-06,2025-02,7
C04061,2024-06,2025-04,9
C04061,2024-06,2025-07,12
C04062,2024-06,2024-06,0
C04064,2024-01,2024-01,0
C04064,2024-01,2025-12,22
C04066,2024-01,2024-01,0
C04066,2024-01,2025-10,20
C04067,2024-04,2024-04,0
C04067,2024-04,2024-07,2
C04067,2024-04,2024-08,3
C04067,2024-04,2025-02,9
C04067,2024-04,2025-04,11
C04067,2024-04,2025-12,19
C04069,2024-06,2024-06,0
C04069,2024-06,2024-09,2
C04069,2024-06,2024-11,4
C04069,2024-06,2025-10,15
C04070,2024-05,2024-05,0
C04070,2024-05,2024-06,0
C04070,2024-05,2025-06,12
C04071,2024-08,2024-08,0
C04071,2024-08,2024-09,0
C04072,2024-12,2024-12,0
C04072,2024-12,2025-06,5
C04073,2024-12,2024-12,0
C04073,2024-12,2025-01,0
C04073,2024-12,2025-04,3
C04073,2024-12,2025-06,5
C04073,2024-12,2025-10,9
C04074,2024-01,2024-01,0
C04074,2024-01,2024-05,3
C04074,2024-01,2025-05,15
C04074,2024-01,2025-08,18
C04075,2024-02,2024-02,0
C04075,2024-02,2024-03,0
C04075,2024-02,2025-02,11
C04075,2024-02,2025-07,16
C04076,2024-08,2024-08,0
C04076,2024-08,2024-11,2
C04077,2024-01,2024-01,0
C04077,2024-01,2025-12,22
C04079,2024-07,2024-07,0
C04080,2025-06,2025-06,0
C04081,2024-05,2024-05,0
C04081,2024-05,2024-08,2
C04081,2024-05,2024-09,3
C04081,2024-05,2025-04,10
C04081,2024-05,2025-05,11
C04081,2024-05,2025-09,15
C04082,2024-06,2024-06,0
C04082,2024-06,2024-09,2
C04085,2024-11,2024-11,0
C04086,2024-06,2024-06,0
C04087,2024-03,2024-03,0
C04087,2024-03,2025-01,9
C04088,2025-01,2025-01,0
C04088,2025-01,2025-03,1
C04088,2025-01,2025-04,2
C04088,2025-01,2025-07,5
C04089,2024-01,2024-01,0
C04089,2024-01,2024-08,6
C04089,2024-01,2025-08,18
C04089,2024-01,2025-12,22
C04090,2024-07,2024-07,0
C04091,2025-01,2025-01,0
C04092,2024-04,2024-04,0
C04092,2024-04,2024-05,0
C04093,2024-01,2024-01,0
C04093,2024-01,2024-07,6
C04093,2024-01,2025-04,15
C04093,2024-01,2025-08,19
C04094,2024-04,2024-04,0
C04094,2024-04,2024-06,1
C04094,2024-04,2024-07,2
C04094,2024-04,2024-10,5
C04094,2024-04,2024-11,6
C04094,2024-04,2025-03,10
C04094,2024-04,2025-05,12
C04094,2024-04,2025-06,13
C04094,2024-04,2025-10,17
C04095,2024-10,2024-10,0
C04095,2024-10,2025-02,3
C04096,2024-05,2024-05,0
C04096,2024-05,2025-01,7
C04096,2024-05,2025-12,18
C04097,2025-01,2025-01,0
C04098,2024-10,2024-10,0
C04098,2024-10,2024-11,0
C04098,2024-10,2025-01,2
C04098,2024-10,2025-09,10
C04100,2024-02,2024-02,0
C04100,2024-02,2024-03,0
C04100,2024-02,2024-06,3
C04102,2025-04,2025-04,0
C04103,2024-11,2024-11,0
C04103,2024-11,2025-03,3
C04104,2025-01,2025-01,0
C04106,2024-05,2024-05,0
C04106,2024-05,2024-08,2
C04106,2024-05,2025-05,11
C04106,2024-05,2025-11,17
C04107,2024-04,2024-04,0
C04108,2024-10,2024-10,0
C04109,2024-06,2024-06,0
C04111,2024-02,2024-02,0
C04112,2024-11,2024-11,0
C04112,2024-11,2025-05,5
C04113,2024-09,2024-09,0
C04113,2024-09,2025-02,4
C04113,2024-09,2025-06,8
C04115,2025-04,2025-04,0
C04116,2024-01,2024-01,0
C04116,2024-01,2025-01,11
C04116,2024-01,2025-08,18
C04116,2024-01,2025-11,21
C04119,2024-07,2024-07,0
C04120,2024-09,2024-09,0
C04120,2024-09,2025-06,8
C04120,2024-09,2025-11,13
C04121,2024-02,2024-02,0
C04121,2024-02,2024-04,1
C04121,2024-02,2024-11,8
C04122,2024-07,2024-07,0
C04122,2024-07,2024-11,4
C04122,2024-07,2025-06,11
C04125,2025-12,2025-12,0
C04126,2025-05,2025-05,0
C04127,2024-01,2024-01,0
C04130,2025-02,2025-02,0
C04130,2025-02,2025-06,3
C04133,2024-04,2024-04,0
C04133,2024-04,2024-07,2
C04133,2024-04,2025-04,11
C04133,2024-04,2025-05,12
C04134,2024-01,2024-01,0
C04134,2024-01,2024-04,2
C04134,2024-01,2024-12,10
C04134,2024-01,2025-07,17
C04134,2024-01,2025-08,18
C04134,2024-01,2025-09,19
C04134,2024-01,2025-12,22
C04135,2024-11,2024-11,0
C04135,2024-11,2025-03,3
C04135,2024-11,2025-09,9
C04135,2024-11,2025-10,10
C04135,2024-11,2025-11,11
C04136,2024-03,2024-03,0
C04136,2024-03,2024-05,1
C04137,2024-02,2024-02,0
C04137,2024-02,2024-03,0
C04137,2024-02,2024-04,1
C04137,2024-02,2024-09,6
C04137,2024-02,2025-11,20
C04138,2024-11,2024-11,0
C04138,2024-11,2025-10,10
C04140,2024-01,2024-01,0
C04140,2024-01,2024-05,3
C04140,2024-01,2024-07,5
C04140,2024-01,2024-08,6
C04140,2024-01,2025-08,18
C04140,2024-01,2025-11,21
C04141,2025-05,2025-05,0
C04141,2025-05,2025-06,0
C04141,2025-05,2025-08,2
C04144,2024-02,2024-02,0
C04144,2024-02,2024-07,4
C04145,2025-10,2025-10,0
C04146,2024-06,2024-06,0
C04146,2024-06,2025-06,11
C04147,2024-01,2024-01,0
C04147,2024-01,2024-04,2
C04147,2024-01,2024-05,3
C04147,2024-01,2024-09,7
C04147,2024-01,2025-05,15
C04149,2024-01,2024-01,0
C04149,2024-01,2024-10,8
C04150,2025-07,2025-07,0
C04151,2024-06,2024-06,0
C04151,2024-06,2024-08,1
C04151,2024-06,2025-02,7
C04151,2024-06,2025-07,12
C04151,2024-06,2025-08,13
C04151,2024-06,2025-09,14
C04151,2024-06,2025-10,15
C04152,2024-02,2024-02,0
C04153,2024-04,2024-04,0
C04153,2024-04,2024-06,1
C04153,2024-04,2024-11,6
C04154,2024-04,2024-04,0
C04154,2024-04,2024-05,0
C04154,2024-04,2024-12,7
C04156,2024-02,2024-02,0
C04157,2024-08,2024-08,0
C04158,2024-03,2024-03,0
C04158,2024-03,2024-09,5
C04158,2024-03,2025-04,12
C04158,2024-03,2025-06,14
C04159,2024-03,2024-03,0
C04159,2024-03,2024-11,7
C04160,2024-06,2024-06,0
C04160,2024-06,2024-07,0
C04160,2024-06,2024-12,5
C04160,2024-06,2025-06,11
C04161,2024-03,2024-03,0
C04162,2024-12,2024-12,0
C04163,2024-02,2024-02,0
C04163,2024-02,2025-01,10
C04163,2024-02,2025-03,12
C04165,2025-11,2025-11,0
C04166,2024-11,2024-11,0
C04166,2024-11,2024-12,0
C04166,2024-11,2025-03,3
C04166,2024-11,2025-08,8
C04167,2024-06,2024-06,0
C04167,2024-06,2024-07,0
C04167,2024-06,2024-10,3
C04167,2024-06,2025-10,15
C04168,2024-12,2024-12,0
C04168,2024-12,2025-05,4
C04169,2024-09,2024-09,0
C04169,2024-09,2025-05,7
C04171,2025-06,2025-06,0
C04171,2025-06,2025-08,1
C04171,2025-06,2025-11,4
C04172,2024-07,2024-07,0
C04172,2024-07,2025-10,14
C04173,2025-02,2025-02,0
C04174,2025-05,2025-05,0
C04175,2025-01,2025-01,0
C04175,2025-01,2025-04,2
C04175,2025-01,2025-10,8
C04176,2024-07,2024-07,0
C04177,2024-03,2024-03,0
C04178,2024-07,2024-07,0
C04179,2024-08,2024-08,0
C04179,2024-08,2025-11,14
C04182,2024-10,2024-10,0
C04182,2024-10,2024-11,0
C04183,2025-04,2025-04,0
C04185,2025-10,2025-10,0
C04186,2024-12,2024-12,0
C04188,2024-09,2024-09,0
C04190,2025-12,2025-12,0
C04191,2025-01,2025-01,0
C04192,2024-05,2024-05,0
C04192,2024-05,2024-06,0
C04192,2024-05,2025-02,8
C04192,2024-05,2025-03,9
C04192,2024-05,2025-04,10
C04193,2024-03,2024-03,0
C04193,2024-03,2024-04,0
C04193,2024-03,2024-10,6
C04193,2024-03,2024-11,7
C04193,2024-03,2025-03,11
C04193,2024-03,2025-07,15
C04193,2024-03,2025-11,19
C04195,2025-08,2025-08,0
C04196,2025-05,2025-05,0
C04196,2025-05,2025-09,3
C04197,2025-04,2025-04,0
C04198,2024-01,2024-01,0
C04198,2024-01,2024-06,4
C04198,2024-01,2025-01,11
C04198,2024-01,2025-02,12
C04198,2024-01,2025-04,14
C04198,2024-01,2025-06,16
C04200,2024-01,2024-01,0
C04200,2024-01,2024-03,1
C04201,2025-07,2025-07,0
C04201,2025-07,2025-09,1
C04202,2024-08,2024-08,0
C04203,2025-04,2025-04,0
C04204,2024-11,2024-11,0
C04205,2025-12,2025-12,0
C04206,2024-02,2024-02,0
C04206,2024-02,2024-08,5
C04206,2024-02,2025-03,12
C04207,2025-03,2025-03,0
C04208,2024-04,2024-04,0
C04208,2024-04,2024-05,0
C04208,2024-04,2024-10,5
C04208,2024-04,2025-04,11
C04210,2025-03,2025-03,0
C04212,2024-11,2024-11,0
C04213,2025-06,2025-06,0
C04213,2025-06,2025-10,3
C04214,2025-12,2025-12,0
C04215,2025-12,2025-12,0
C04216,2024-10,2024-10,0
C04216,2024-10,2025-03,4
C04216,2024-10,2025-04,5
C04217,2024-02,2024-02,0
C04217,2024-02,2024-09,6
C04217,2024-02,2025-03,12
C04218,2024-06,2024-06,0
C04218,2024-06,2025-02,7
C04218,2024-06,2025-04,9
C04219,2024-05,2024-05,0
C04219,2024-05,2024-11,5
C04220,2024-02,2024-02,0
C04220,2024-02,2025-01,10
C04220,2024-02,2025-05,14
C04221,2025-05,2025-05,0
C04222,2024-01,2024-01,0
C04222,2024-01,2024-02,0
C04222,2024-01,2024-09,7
C04222,2024-01,2024-10,8
C04222,2024-01,2024-11,9
C04222,2024-01,2025-06,16
C04222,2024-01,2025-07,17
C04223,2024-01,2024-01,0
C04223,2024-01,2024-10,8
C04223,2024-01,2024-11,9
C04223,2024-01,2025-02,12
C04223,2024-01,2025-09,19
C04225,2024-03,2024-03,0
C04227,2025-05,2025-05,0
C04229,2024-02,2024-02,0
C04229,2024-02,2024-05,2
C04229,2024-02,2025-03,12
C04229,2024-02,2025-10,19
C04229,2024-02,2025-12,21
C04230,2024-08,2024-08,0
C04230,2024-08,2025-04,7
C04230,2024-08,2025-09,12
C04231,2024-08,2024-08,0
C04231,2024-08,2024-12,3
C04231,2024-08,2025-09,12
C04232,2024-04,2024-04,0
C04232,2024-04,2024-06,1
C04233,2024-05,2024-05,0
C04234,2025-08,2025-08,0
C04235,2024-10,2024-10,0
C04235,2024-10,2025-12,13
C04236,2024-10,2024-10,0
C04236,2024-10,2024-12,1
C04236,2024-10,2025-03,4
C04236,2024-10,2025-04,5
C04237,2024-06,2024-06,0
C04237,2024-06,2025-05,10
C04237,2024-06,2025-06,11
C04238,2024-07,2024-07,0
C04238,2024-07,2025-08,12
C04239,2025-07,2025-07,0
C04239,2025-07,2025-09,1
C04241,2024-12,2024-12,0
C04242,2024-03,2024-03,0
C04242,2024-03,2024-05,1
C04242,2024-03,2025-05,13
C04242,2024-03,2025-12,20
C04244,2024-04,2024-04,0
C04244,2024-04,2025-10,17
C04245,2024-08,2024-08,0
C04245,2024-08,2025-04,7
C04245,2024-08,2025-12,15
C04248,2025-04,2025-04,0
C04249,2024-09,2024-09,0
C04249,2024-09,2025-05,7
C04250,2024-01,2024-01,0
C04250,2024-01,2024-03,1
C04250,2024-01,2024-10,8
C04250,2024-01,2024-12,10
C04250,2024-01,2025-06,16
C04251,2024-12,2024-12,0
C04252,2024-04,2024-04,0
C04252,2024-04,2024-07,2
C04252,2024-04,2025-08,15
C04254,2024-01,2024-01,0
C04254,2024-01,2024-10,8
C04254,2024-01,2024-12,10
C04254,2024-01,2025-01,11
C04254,2024-01,2025-03,13
C04256,2024-03,2024-03,0
C04256,2024-03,2024-12,8
C04256,2024-03,2025-03,11
C04256,2024-03,2025-07,15
C04257,2025-12,2025-12,0
C04260,2025-08,2025-08,0
C04261,2024-07,2024-07,0
C04261,2024-07,2024-11,4
C04261,2024-07,2025-11,16
C04263,2024-06,2024-06,0
C04263,2024-06,2024-09,2
C04264,2025-04,2025-04,0
C04265,2025-01,2025-01,0
C04265,2025-01,2025-02,0
C04265,2025-01,2025-04,2
C04267,2025-05,2025-05,0
C04267,2025-05,2025-06,0
C04269,2024-04,2024-04,0
C04269,2024-04,2025-03,10
C04269,2024-04,2025-08,15
C04271,2025-05,2025-05,0
C04271,2025-05,2025-06,0
C04272,2024-07,2024-07,0
C04272,2024-07,2024-10,2
C04272,2024-07,2025-06,10
C04274,2024-05,2024-05,0
C04274,2024-05,2024-11,5
C04274,2024-05,2025-02,8
C04274,2024-05,2025-05,11
C04274,2024-05,2025-09,15
C04274,2024-05,2025-12,18
C04275,2025-07,2025-07,0
C04277,2025-08,2025-08,0
C04277,2025-08,2025-11,2
C04278,2024-05,2024-05,0
C04278,2024-05,2024-11,5
C04278,2024-05,2025-05,11
C04279,2024-05,2024-05,0
C04279,2024-05,2024-08,2
C04279,2024-05,2024-10,4
C04280,2024-03,2024-03,0
C04280,2024-03,2024-08,4
C04280,2024-03,2025-01,9
C04280,2024-03,2025-03,11
C04280,2024-03,2025-08,16
C04281,2025-11,2025-11,0
C04283,2024-07,2024-07,0
C04283,2024-07,2024-08,0
C04283,2024-07,2024-11,3
C04283,2024-07,2025-05,9
C04283,2024-07,2025-08,12
C04284,2024-05,2024-05,0
C04284,2024-05,2025-04,10
C04284,2024-05,2025-12,18
C04286,2025-08,2025-08,0
C04287,2024-04,2024-04,0
C04287,2024-04,2025-03,10
C04287,2024-04,2025-05,12
C04287,2024-04,2025-11,18
C04288,2024-03,2024-03,0
C04288,2024-03,2024-08,4
C04289,2024-02,2024-02,0
C04291,2024-05,2024-05,0
C04291,2024-05,2025-12,18
C04292,2024-08,2024-08,0
C04292,2024-08,2024-09,0
C04293,2024-01,2024-01,0
C04293,2024-01,2025-09,20
C04293,2024-01,2025-11,22
C04294,2024-06,2024-06,0
C04294,2024-06,2024-12,5
C04294,2024-06,2025-04,9
C04294,2024-06,2025-10,15
C04295,2025-09,2025-09,0
C04296,2024-02,2024-02,0
C04296,2024-02,2024-07,4
C04296,2024-02,2024-11,8
C04296,2024-02,2025-04,13
C04298,2025-08,2025-08,0
C04299,2025-03,2025-03,0
C04301,2024-03,2024-03,0
C04301,2024-03,2024-11,7
C04301,2024-03,2025-02,10
C04301,2024-03,2025-06,14
C04301,2024-03,2025-08,16
C04302,2025-08,2025-08,0
C04302,2025-08,2025-11,3
C04303,2024-08,2024-08,0
C04304,2024-03,2024-03,0
C04304,2024-03,2024-04,0
C04304,2024-03,2025-07,15
C04304,2024-03,2025-12,20
C04305,2025-01,2025-01,0
C04305,2025-01,2025-02,0
C04305,2025-01,2025-10,8
C04307,2024-01,2024-01,0
C04307,2024-01,2024-05,3
C04307,2024-01,2025-06,16
C04308,2024-03,2024-03,0
C04308,2024-03,2025-02,10
C04308,2024-03,2025-08,16
C04309,2024-02,2024-02,0
C04310,2024-04,2024-04,0
C04312,2024-03,2024-03,0
C04313,2025-06,2025-06,0
C04314,2024-06,2024-06,0
C04314,2024-06,2024-07,0
C04314,2024-06,2025-01,6
C04314,2024-06,2025-08,13
C04315,2024-05,2024-05,0
C04316,2024-01,2024-01,0
C04316,2024-01,2024-03,1
C04316,2024-01,2024-10,8
C04316,2024-01,2025-08,18
C04316,2024-01,2025-09,19
C04320,2025-05,2025-05,0
C04320,2025-05,2025-06,0
C04320,2025-05,2025-09,3
C04323,2024-05,2024-05,0
C04323,2024-05,2025-10,16
C04324,2025-08,2025-08,0
C04324,2025-08,2025-11,2
C04324,2025-08,2025-12,3
C04325,2025-05,2025-05,0
C04325,2025-05,2025-12,6
C04326,2024-06,2024-06,0
C04327,2024-08,2024-08,0
C04327,2024-08,2024-12,3
C04327,2024-08,2025-02,5
C04327,2024-08,2025-05,8
C04328,2025-02,2025-02,0
C04330,2024-01,2024-01,0
C04330,2024-01,2024-06,4
C04330,2024-01,2025-07,17
C04331,2024-03,2024-03,0
C04331,2024-03,2025-03,11
C04331,2024-03,2025-06,14
C04332,2025-08,2025-08,0
C04332,2025-08,2025-12,3
C04333,2024-04,2024-04,0
C04334,2024-11,2024-11,0
C04335,2024-05,2024-05,0
C04335,2024-05,2025-03,9
C04336,2024-09,2024-09,0
C04336,2024-09,2024-11,1
C04336,2024-09,2025-01,3
C04336,2024-09,2025-04,6
C04337,2024-02,2024-02,0
C04337,2024-02,2024-07,4
C04337,2024-02,2025-03,12
C04337,2024-02,2025-09,18
C04339,2024-02,2024-02,0
C04339,2024-02,2024-06,3
C04339,2024-02,2024-09,6
C04339,2024-02,2025-02,11
C04340,2024-09,2024-09,0
C04341,2024-06,2024-06,0
C04343,2025-07,2025-07,0
C04344,2024-04,2024-04,0
C04344,2024-04,2024-06,1
C04344,2024-04,2024-12,7
C04344,2024-04,2025-12,19
C04345,2025-07,2025-07,0
C04346,2024-06,2024-06,0
C04346,2024-06,2025-07,12
C04347,2025-10,2025-10,0
C04349,2024-08,2024-08,0
C04349,2024-08,2024-10,1
C04351,2025-12,2025-12,0
C04352,2024-11,2024-11,0
C04352,2024-11,2025-01,1
C04352,2024-11,2025-10,10
C04354,2024-02,2024-02,0
C04354,2024-02,2024-05,2
C04354,2024-02,2025-11,20
C04354,2024-02,2025-12,21
C04355,2024-06,2024-06,0
C04355,2024-06,2025-07,13
C04356,2024-02,2024-02,0
C04356,2024-02,2024-03,0
C04356,2024-02,2024-11,8
C04356,2024-02,2025-08,17
C04357,2024-12,2024-12,0
C04357,2024-12,2025-08,7
C04358,2024-01,2024-01,0
C04358,2024-01,2024-07,5
C04358,2024-01,2025-05,15
C04358,2024-01,2025-06,16
C04358,2024-01,2025-12,22
C04359,2024-03,2024-03,0
C04359,2024-03,2025-03,11
C04359,2024-03,2025-08,16
C04359,2024-03,2025-11,19
C04360,2025-04,2025-04,0
C04361,2024-05,2024-05,0
C04361,2024-05,2025-02,8
C04361,2024-05,2025-09,15
C04361,2024-05,2025-10,16
C04362,2024-11,2024-11,0
C04365,2024-01,2024-01,0
C04365,2024-01,2024-03,1
C04365,2024-01,2024-04,2
C04365,2024-01,2024-07,5
C04366,2024-05,2024-05,0
C04366,2024-05,2024-06,0
C04366,2024-05,2024-08,2
C04366,2024-05,2024-10,4
C04369,2024-04,2024-04,0
C04369,2024-04,2024-10,5
C04369,2024-04,2025-01,8
C04370,2024-01,2024-01,0
C04370,2024-01,2024-09,7
C04370,2024-01,2024-11,9
C04370,2024-01,2024-12,10
C04371,2025-05,2025-05,0
C04372,2025-10,2025-10,0
C04374,2024-04,2024-04,0
C04374,2024-04,2024-11,6
C04376,2024-01,2024-01,0
C04376,2024-01,2024-07,5
C04377,2024-02,2024-02,0
C04378,2024-10,2024-10,0
C04379,2025-04,2025-04,0
C04380,2024-03,2024-03,0
C04380,2024-03,2025-02,10
C04380,2024-03,2025-05,13
C04380,2024-03,2025-08,16
C04381,2025-02,2025-02,0
C04381,2025-02,2025-04,1
C04381,2025-02,2025-11,8
C04382,2024-06,2024-06,0
C04382,2024-06,2025-01,6
C04382,2024-06,2025-02,7
C04383,2025-06,2025-06,0
C04385,2024-04,2024-04,0
C04385,2024-04,2025-06,13
C04385,2024-04,2025-07,14
C04385,2024-04,2025-11,18
C04385,2024-04,2025-12,19
C04386,2025-09,2025-09,0
C04386,2025-09,2025-12,2
C04387,2024-03,2024-03,0
C04387,2024-03,2025-12,20
C04388,2024-01,2024-01,0
C04388,2024-01,2024-09,7
C04388,2024-01,2025-03,13
C04388,2024-01,2025-05,15
C04389,2024-08,2024-08,0
C04390,2024-09,2024-09,0
C04390,2024-09,2024-12,2
C04390,2024-09,2025-06,8
C04390,2024-09,2025-08,10
C04392,2025-12,2025-12,0
C04393,2024-07,2024-07,0
C04393,2024-07,2024-08,0
C04393,2024-07,2024-09,1
C04394,2024-02,2024-02,0
C04395,2024-07,2024-07,0
C04395,2024-07,2024-09,1
C04395,2024-07,2024-10,2
C04395,2024-07,2024-11,3
C04397,2024-05,2024-05,0
C04397,2024-05,2024-11,5
C04397,2024-05,2024-12,6
C04397,2024-05,2025-04,10
C04397,2024-05,2025-06,12
C04397,2024-05,2025-07,13
C04397,2024-05,2025-12,18
C04398,2024-08,2024-08,0
C04398,2024-08,2025-07,10
C04399,2024-09,2024-09,0
C04400,2024-05,2024-05,0
C04400,2024-05,2025-01,7
C04401,2024-09,2024-09,0
C04401,2024-09,2025-01,3
C04401,2024-09,2025-09,11
C04401,2024-09,2025-10,12
C04402,2024-03,2024-03,0
C04402,2024-03,2024-05,1
C04402,2024-03,2025-04,12
C04402,2024-03,2025-08,16
C04403,2024-08,2024-08,0
C04403,2024-08,2025-03,6
C04404,2025-02,2025-02,0
C04404,2025-02,2025-09,6
C04404,2025-02,2025-12,9
C04405,2024-05,2024-05,0
C04406,2024-05,2024-05,0
C04406,2024-05,2025-02,8
C04406,2024-05,2025-06,12
C04406,2024-05,2025-11,17
C04408,2025-08,2025-08,0
C04409,2024-12,2024-12,0
C04409,2024-12,2025-09,8
C04410,2024-09,2024-09,0
C04411,2024-03,2024-03,0
C04411,2024-03,2024-05,1
C04411,2024-03,2025-02,10
C04411,2024-03,2025-12,20
C04412,2024-12,2024-12,0
C04412,2024-12,2025-01,0
C04412,2024-12,2025-10,9
C04413,2024-08,2024-08,0
C04414,2025-06,2025-06,0
C04416,2024-09,2024-09,0
C04416,2024-09,2024-11,2
C04416,2024-09,2025-10,13
C04417,2024-01,2024-01,0
C04419,2024-11,2024-11,0
C04419,2024-11,2025-10,10
C04420,2025-07,2025-07,0
C04421,2025-07,2025-07,0
C04421,2025-07,2025-08,0
C04422,2025-01,2025-01,0
C04422,2025-01,2025-05,3
C04422,2025-01,2025-11,9
C04424,2025-04,2025-04,0
C04424,2025-04,2025-07,2
C04425,2024-09,2024-09,0
C04425,2024-09,2024-11,1
C04425,2024-09,2025-10,12
C04426,2024-08,2024-08,0
C04426,2024-08,2024-09,0
C04426,2024-08,2025-02,5
C04426,2024-08,2025-03,6
C04428,2025-12,2025-12,0
C04429,2024-01,2024-01,0
C04429,2024-01,2025-09,19
C04429,2024-01,2025-10,20
C04430,2024-03,2024-03,0
C04431,2024-05,2024-05,0
C04432,2025-05,2025-05,0
C04434,2024-07,2024-07,0
C04434,2024-07,2025-04,8
C04434,2024-07,2025-10,14
C04435,2024-02,2024-02,0
C04437,2024-04,2024-04,0
C04437,2024-04,2024-10,5
C04437,2024-04,2025-12,19
C04438,2024-01,2024-01,0
C04439,2024-02,2024-02,0
C04439,2024-02,2024-04,1
C04440,2024-02,2024-02,0
C04440,2024-02,2025-02,11
C04440,2024-02,2025-05,14
C04441,2024-06,2024-06,0
C04441,2024-06,2025-01,6
C04442,2024-10,2024-10,0
C04442,2024-10,2025-12,13
C04444,2024-07,2024-07,0
C04444,2024-07,2024-11,3
C04445,2025-02,2025-02,0
C04446,2025-02,2025-02,0
C04446,2025-02,2025-09,6
C04447,2024-06,2024-06,0
C04447,2024-06,2024-10,3
C04448,2024-02,2024-02,0
C04448,2024-02,2024-10,7
C04449,2024-08,2024-08,0
C04449,2024-08,2025-06,9
C04449,2024-08,2025-12,15
C04450,2024-02,2024-02,0
C04450,2024-02,2024-04,1
C04450,2024-02,2024-11,8
C04450,2024-02,2025-01,10
C04450,2024-02,2025-04,13
C04450,2024-02,2025-08,17
C04451,2024-03,2024-03,0
C04451,2024-03,2024-11,7
C04451,2024-03,2025-05,13
C04453,2024-05,2024-05,0
C04453,2024-05,2025-10,16
C04454,2024-10,2024-10,0
C04454,2024-10,2025-08,9
C04455,2025-01,2025-01,0
C04457,2024-07,2024-07,0
C04458,2024-09,2024-09,0
C04458,2024-09,2024-12,2
C04460,2025-07,2025-07,0
C04460,2025-07,2025-10,2
C04462,2024-04,2024-04,0
C04462,2024-04,2024-11,6
C04462,2024-04,2025-05,12
C04462,2024-04,2025-08,15
C04462,2024-04,2025-09,16
C04463,2024-04,2024-04,0
C04464,2024-10,2024-10,0
C04465,2024-07,2024-07,0
C04465,2024-07,2024-10,2
C04466,2025-08,2025-08,0
C04467,2024-09,2024-09,0
C04467,2024-09,2025-09,11
C04468,2024-06,2024-06,0
C04468,2024-06,2024-09,2
C04468,2024-06,2024-10,3
C04468,2024-06,2024-12,5
C04468,2024-06,2025-04,9
C04468,2024-06,2025-12,17
C04469,2024-01,2024-01,0
C04469,2024-01,2024-03,1
C04469,2024-01,2025-05,15
C04470,2024-04,2024-04,0
C04470,2024-04,2024-07,2
C04470,2024-04,2025-05,12
C04470,2024-04,2025-06,13
C04470,2024-04,2025-10,17
C04470,2024-04,2025-12,19
C04471,2024-02,2024-02,0
C04471,2024-02,2025-01,10
C04471,2024-02,2025-04,13
C04473,2024-09,2024-09,0
C04473,2024-09,2025-05,8
C04473,2024-09,2025-07,10
C04474,2024-09,2024-09,0
C04475,2024-01,2024-01,0
C04475,2024-01,2024-02,0
C04475,2024-01,2024-12,10
C04475,2024-01,2025-01,11
C04475,2024-01,2025-08,18
C04477,2024-02,2024-02,0
C04477,2024-02,2025-04,13
C04477,2024-02,2025-07,16
C04477,2024-02,2025-08,17
C04478,2025-12,2025-12,0
C04479,2025-03,2025-03,0
C04479,2025-03,2025-11,7
C04480,2024-02,2024-02,0
C04480,2024-02,2024-08,5
C04481,2024-09,2024-09,0
C04481,2024-09,2025-02,4
C04482,2025-12,2025-12,0
C04483,2024-01,2024-01,0
C04483,2024-01,2024-03,1
C04483,2024-01,2024-10,8
C04484,2024-01,2024-01,0
C04484,2024-01,2024-04,2
C04484,2024-01,2024-06,4
C04484,2024-01,2025-01,11
C04484,2024-01,2025-03,13
C04484,2024-01,2025-04,14
C04484,2024-01,2025-07,17
C04485,2024-09,2024-09,0
C04485,2024-09,2025-07,9
C04486,2024-05,2024-05,0
C04486,2024-05,2024-07,1
C04486,2024-05,2024-12,6
C04488,2024-08,2024-08,0
C04488,2024-08,2025-05,8
C04488,2024-08,2025-06,9
C04489,2025-01,2025-01,0
C04491,2024-12,2024-12,0
C04493,2024-04,2024-04,0
C04493,2024-04,2024-08,3
C04493,2024-04,2024-10,5
C04493,2024-04,2024-12,7
C04493,2024-04,2025-06,13
C04496,2025-02,2025-02,0
C04496,2025-02,2025-10,7
C04498,2024-01,2024-01,0
C04498,2024-01,2024-11,9
C04499,2024-08,2024-08,0
C04499,2024-08,2025-06,9
C04499,2024-08,2025-07,10
C04499,2024-08,2025-10,13
C04499,2024-08,2025-12,15
C04500,2024-10,2024-10,0
C04500,2024-10,2025-10,11
C04500,2024-10,2025-12,13
C04503,2024-09,2024-09,0
C04504,2024-07,2024-07,0
C04504,2024-07,2024-12,4
C04505,2024-07,2024-07,0
C04505,2024-07,2024-12,4
C04505,2024-07,2025-06,10
C04505,2024-07,2025-08,12
C04507,2025-04,2025-04,0
C04508,2024-11,2024-11,0
C04508,2024-11,2025-06,6
C04510,2024-03,2024-03,0
C04510,2024-03,2025-10,18
C04510,2024-03,2025-12,20
C04511,2024-02,2024-02,0
C04511,2024-02,2025-12,21
C04513,2024-05,2024-05,0
C04513,2024-05,2025-01,7
C04513,2024-05,2025-04,10
C04513,2024-05,2025-07,13
C04514,2024-11,2024-11,0
C04514,2024-11,2025-02,2
C04514,2024-11,2025-10,10
C04515,2025-02,2025-02,0
C04515,2025-02,2025-11,8
